age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,final_grade
15,male,private,phd,4.7,73.2,no,15-30 min,yes,mixed,c
16,other,public,no formal,4.5,89.9,yes,15-30 min,no,group study,c
19,male,private,no formal,0.9,59.1,yes,30-60 min,no,notes,f
15,female,public,no formal,5.8,88.7,yes,<15 min,no,textbook,c
19,other,public,post graduate,2.6,60.8,yes,30-60 min,yes,mixed,f
14,other,private,high school,4.0,71.5,no,<15 min,no,mixed,d
19,female,public,post graduate,5.6,60.9,yes,30-60 min,yes,notes,c
19,other,public,post graduate,4.7,93.3,yes,15-30 min,yes,notes,c
15,female,private,graduate,6.2,96.6,yes,15-30 min,yes,notes,b
19,female,public,diploma,6.5,93.4,yes,15-30 min,no,online videos,c
17,other,public,high school,4.4,81.4,yes,30-60 min,yes,mixed,d
18,female,private,no formal,6.0,60.4,yes,30-60 min,no,group study,c
19,female,public,diploma,3.8,54.2,yes,>60 min,yes,online videos,e
14,other,public,no formal,5.6,52.2,yes,15-30 min,yes,mixed,d
16,male,public,diploma,5.8,83.6,yes,<15 min,yes,mixed,b
14,female,public,diploma,5.9,54.2,yes,<15 min,no,notes,c
19,female,public,graduate,6.9,51.4,yes,15-30 min,yes,coaching,b
18,male,public,high school,5.2,65.8,no,15-30 min,no,mixed,d
16,male,public,diploma,0.9,67.6,yes,>60 min,no,group study,f
16,female,public,graduate,1.4,98.2,yes,15-30 min,yes,coaching,e
19,other,private,phd,1.5,76.5,yes,<15 min,no,online videos,e
18,male,private,no formal,1.0,79.3,yes,15-30 min,no,group study,e
17,male,public,post graduate,5.9,79.2,no,>60 min,no,group study,b
19,female,public,post graduate,7.0,92.0,yes,>60 min,no,online videos,b
19,female,private,post graduate,5.7,55.0,no,>60 min,no,online videos,d
17,male,private,diploma,0.7,85.6,yes,15-30 min,no,coaching,e
19,other,public,graduate,4.0,84.7,yes,>60 min,yes,online videos,d
17,other,private,diploma,7.5,98.5,yes,<15 min,yes,mixed,a
19,male,private,diploma,1.1,60.7,yes,15-30 min,no,online videos,e
14,other,private,post graduate,3.3,60.6,yes,30-60 min,no,group study,e
15,male,private,high school,0.6,62.5,yes,15-30 min,yes,online videos,f
14,male,private,high school,2.9,94.3,yes,15-30 min,yes,textbook,d
18,male,private,no formal,4.9,56.5,yes,>60 min,yes,group study,d
16,female,private,phd,1.4,81.7,yes,15-30 min,no,notes,f
17,male,public,post graduate,5.9,79.2,no,>60 min,no,group study,b
15,other,private,post graduate,5.4,96.0,yes,>60 min,yes,coaching,c
18,male,private,no formal,3.7,99.7,yes,>60 min,yes,textbook,d
18,female,private,graduate,4.8,98.2,yes,15-30 min,yes,online videos,c
18,other,public,diploma,7.6,64.3,yes,>60 min,yes,online videos,b
19,female,public,graduate,1.3,59.9,yes,30-60 min,no,group study,f
14,male,public,diploma,6.0,90.1,yes,>60 min,yes,coaching,c
18,other,public,graduate,4.5,63.4,yes,>60 min,yes,mixed,d
14,male,private,diploma,4.9,79.3,yes,>60 min,yes,mixed,c
14,other,public,high school,2.6,84.6,yes,30-60 min,yes,online videos,d
16,male,private,diploma,1.1,82.2,yes,<15 min,no,group study,e
17,female,private,phd,3.4,98.5,yes,<15 min,no,mixed,d
17,female,private,diploma,0.9,67.4,yes,30-60 min,yes,notes,f
19,male,private,no formal,5.8,98.7,yes,<15 min,yes,notes,b
16,other,public,diploma,4.2,56.9,yes,<15 min,yes,textbook,e
16,other,public,high school,4.5,60.4,yes,30-60 min,no,coaching,d
17,other,public,phd,1.2,69.3,yes,30-60 min,no,mixed,f
17,male,private,diploma,1.8,67.0,yes,15-30 min,no,mixed,e
14,female,private,phd,2.4,94.6,yes,30-60 min,yes,group study,d
16,male,public,no formal,1.1,84.6,yes,>60 min,yes,textbook,f
15,other,public,graduate,7.3,77.3,no,<15 min,no,mixed,c
16,other,private,diploma,5.9,58.5,yes,>60 min,yes,coaching,d
17,male,public,no formal,2.3,94.1,yes,30-60 min,no,mixed,e
19,other,public,post graduate,2.0,92.1,yes,30-60 min,no,coaching,d
16,male,public,graduate,1.8,58.9,no,<15 min,yes,mixed,e
19,other,private,high school,4.7,81.3,yes,>60 min,yes,mixed,c
18,female,private,no formal,1.7,76.2,yes,15-30 min,no,textbook,e
18,male,private,post graduate,3.9,89.1,yes,15-30 min,no,textbook,d
14,female,public,high school,1.6,63.6,yes,<15 min,yes,textbook,e
19,other,public,no formal,1.8,83.2,yes,15-30 min,no,textbook,e
18,female,private,graduate,0.8,65.0,yes,>60 min,no,online videos,f
19,male,private,no formal,6.3,75.1,yes,>60 min,no,group study,c
17,male,private,graduate,3.1,58.5,yes,>60 min,no,mixed,e
18,female,public,post graduate,3.9,76.0,yes,30-60 min,no,group study,d
17,male,public,high school,5.2,58.3,yes,15-30 min,yes,online videos,c
16,female,private,post graduate,4.9,81.8,yes,15-30 min,no,group study,d
18,female,public,no formal,2.1,74.6,yes,>60 min,no,group study,e
17,other,public,high school,3.4,99.1,yes,<15 min,no,coaching,c
16,male,public,diploma,5.6,77.3,yes,30-60 min,yes,textbook,c
16,other,private,post graduate,7.0,93.4,yes,>60 min,yes,online videos,a
17,other,public,phd,7.6,84.1,yes,<15 min,yes,group study,b
15,female,public,graduate,3.4,78.8,yes,>60 min,yes,online videos,d
17,female,public,phd,3.3,57.7,yes,15-30 min,no,group study,e
15,female,private,post graduate,4.5,85.3,yes,15-30 min,no,mixed,d
17,other,public,high school,0.8,59.6,yes,30-60 min,no,online videos,f
18,male,public,no formal,4.5,79.0,no,30-60 min,no,mixed,c
14,female,public,post graduate,6.1,89.4,yes,15-30 min,yes,online videos,b
16,male,private,no formal,3.7,61.9,yes,30-60 min,no,mixed,e
17,female,private,high school,7.2,59.7,no,>60 min,yes,online videos,c
16,female,private,post graduate,5.8,87.8,yes,15-30 min,no,mixed,c
15,male,public,graduate,2.9,54.5,yes,15-30 min,yes,textbook,e
15,male,private,diploma,1.6,54.0,yes,>60 min,no,online videos,e
15,male,public,post graduate,5.8,74.3,yes,15-30 min,no,textbook,c
15,female,private,diploma,6.5,96.7,yes,<15 min,no,mixed,a
16,other,private,phd,6.5,51.7,yes,<15 min,no,coaching,c
17,female,public,diploma,4.7,58.8,no,>60 min,yes,online videos,d
15,other,public,no formal,5.3,98.2,yes,>60 min,yes,textbook,c
15,male,public,graduate,6.0,81.1,yes,30-60 min,no,online videos,b
19,female,public,post graduate,6.9,97.8,yes,<15 min,no,textbook,a
17,female,public,high school,5.0,74.2,yes,>60 min,yes,textbook,d
17,other,private,phd,4.5,95.8,yes,30-60 min,no,mixed,d
14,female,private,diploma,4.0,93.4,yes,>60 min,no,online videos,c
19,female,private,graduate,6.7,56.1,yes,<15 min,yes,online videos,c
14,male,private,no formal,1.9,90.7,yes,15-30 min,no,coaching,e
15,other,public,diploma,5.4,83.3,yes,<15 min,no,group study,c
18,male,public,phd,1.6,95.7,yes,15-30 min,yes,mixed,d
16,other,public,diploma,2.2,88.1,yes,>60 min,no,textbook,e
17,male,private,high school,3.2,96.4,yes,30-60 min,yes,group study,c
18,female,private,graduate,2.0,76.7,yes,15-30 min,no,mixed,e
14,male,public,post graduate,6.7,59.1,yes,<15 min,no,online videos,c
19,other,public,post graduate,3.1,77.5,yes,30-60 min,no,online videos,d
17,male,public,high school,2.4,59.3,yes,>60 min,yes,coaching,e
18,male,private,graduate,7.2,81.9,no,>60 min,no,notes,b
18,female,public,diploma,1.3,97.2,yes,<15 min,no,textbook,d
18,female,private,phd,3.1,65.0,yes,15-30 min,yes,notes,d
16,other,public,diploma,4.9,98.6,yes,<15 min,yes,online videos,d
18,other,private,phd,1.3,89.3,yes,30-60 min,yes,mixed,e
14,other,public,diploma,7.0,62.4,yes,<15 min,yes,coaching,b
17,male,private,high school,4.9,59.4,yes,>60 min,no,mixed,c
16,female,private,no formal,6.5,94.8,no,<15 min,yes,textbook,b
14,female,private,no formal,5.0,50.5,yes,15-30 min,no,mixed,d
14,other,private,post graduate,5.6,54.9,yes,<15 min,yes,group study,d
17,female,public,phd,7.6,50.4,yes,15-30 min,yes,group study,c
17,other,private,graduate,0.7,86.8,no,30-60 min,no,textbook,e
17,male,public,phd,1.6,67.6,yes,30-60 min,no,mixed,e
14,female,public,high school,4.0,79.0,yes,30-60 min,yes,online videos,d
18,female,private,post graduate,2.0,94.9,yes,15-30 min,no,mixed,d
19,male,private,high school,1.6,54.8,yes,15-30 min,yes,mixed,f
14,female,public,high school,5.1,72.5,yes,30-60 min,no,group study,d
15,male,private,no formal,6.6,78.8,no,<15 min,yes,mixed,b
19,other,public,high school,2.5,80.8,yes,15-30 min,no,group study,e
14,male,private,phd,7.7,86.9,yes,>60 min,yes,online videos,b
14,female,public,no formal,3.1,94.7,yes,30-60 min,yes,online videos,d
18,female,private,phd,2.4,91.2,yes,>60 min,yes,textbook,e
15,other,public,no formal,3.1,97.8,yes,30-60 min,yes,mixed,d
19,male,public,graduate,6.5,61.3,yes,15-30 min,yes,mixed,c
14,female,public,graduate,4.7,74.3,no,30-60 min,yes,group study,c
17,other,private,no formal,5.6,57.9,yes,15-30 min,yes,online videos,c
17,other,public,diploma,3.2,74.7,yes,>60 min,no,group study,e
19,other,public,post graduate,8.0,58.4,yes,<15 min,no,mixed,c
18,other,public,diploma,5.5,96.9,yes,30-60 min,yes,notes,b
15,male,public,graduate,2.1,61.1,yes,30-60 min,yes,textbook,e
15,female,public,diploma,7.4,86.5,yes,15-30 min,yes,mixed,a
15,female,private,post graduate,0.7,70.0,yes,<15 min,no,textbook,f
15,male,public,high school,7.1,56.3,no,<15 min,yes,notes,c
17,other,private,diploma,1.6,70.4,yes,30-60 min,yes,group study,f
14,female,public,no formal,4.8,94.1,no,<15 min,no,mixed,d
15,female,private,diploma,3.0,75.3,yes,15-30 min,yes,group study,e
19,male,private,graduate,2.1,95.1,yes,30-60 min,yes,coaching,d
17,female,public,post graduate,6.3,60.5,no,>60 min,no,notes,c
18,female,private,phd,5.5,88.7,no,<15 min,yes,notes,c
15,other,private,no formal,7.8,90.6,yes,15-30 min,no,coaching,a
15,other,public,phd,0.5,84.5,no,30-60 min,no,online videos,e
15,male,public,phd,7.1,50.9,yes,15-30 min,yes,group study,d
18,male,public,high school,7.4,72.5,no,30-60 min,no,mixed,b
18,other,private,high school,1.4,69.7,yes,<15 min,no,textbook,f
14,male,public,graduate,1.1,64.5,yes,30-60 min,no,notes,f
16,female,private,no formal,5.3,79.5,yes,>60 min,no,notes,c
15,female,public,phd,7.6,60.5,no,30-60 min,yes,textbook,b
19,female,private,high school,6.5,87.4,no,>60 min,yes,group study,b
16,male,public,no formal,2.4,62.3,yes,30-60 min,yes,coaching,e
17,male,public,graduate,6.4,94.4,yes,30-60 min,no,group study,c
14,male,public,graduate,2.0,66.1,yes,<15 min,no,mixed,e
14,male,public,phd,5.4,76.3,yes,30-60 min,yes,notes,c
16,male,private,no formal,7.8,89.1,yes,15-30 min,no,online videos,a
15,other,public,phd,3.6,85.0,yes,>60 min,yes,online videos,d
14,female,private,phd,7.1,85.7,yes,<15 min,yes,group study,b
15,male,public,no formal,3.6,91.6,yes,15-30 min,no,coaching,c
19,male,private,graduate,4.1,93.7,yes,<15 min,yes,notes,d
15,female,private,graduate,2.4,98.7,yes,15-30 min,no,online videos,d
19,other,public,diploma,3.3,52.5,yes,>60 min,yes,online videos,e
14,male,private,high school,6.9,97.9,yes,<15 min,no,group study,a
19,female,public,no formal,7.9,52.9,yes,30-60 min,yes,notes,c
16,female,public,diploma,7.7,82.9,yes,<15 min,yes,group study,a
14,other,private,no formal,2.6,55.9,yes,15-30 min,yes,mixed,e
15,male,private,post graduate,4.2,56.7,yes,15-30 min,no,mixed,d
17,male,private,high school,1.4,66.9,yes,>60 min,yes,textbook,e
15,male,private,diploma,7.6,91.5,yes,>60 min,no,online videos,a
15,other,public,phd,4.3,56.8,yes,30-60 min,yes,online videos,d
18,male,private,graduate,6.9,59.2,yes,30-60 min,yes,notes,c
18,other,public,post graduate,1.9,79.6,yes,<15 min,no,coaching,e
16,male,public,high school,2.9,67.3,yes,>60 min,yes,notes,e
14,other,private,graduate,4.2,90.0,yes,>60 min,yes,notes,c
16,male,public,phd,4.6,73.2,no,>60 min,no,coaching,c
16,male,private,post graduate,7.4,98.7,yes,15-30 min,yes,coaching,a
18,male,private,graduate,7.1,53.3,yes,>60 min,yes,online videos,c
19,female,public,post graduate,3.6,81.7,yes,>60 min,no,coaching,e
14,female,private,post graduate,6.2,74.9,yes,30-60 min,no,online videos,b
19,other,public,post graduate,6.8,86.5,no,>60 min,yes,coaching,a
18,other,public,graduate,7.2,55.6,yes,15-30 min,no,mixed,c
18,male,private,diploma,2.8,81.0,no,<15 min,yes,online videos,e
19,other,private,no formal,4.0,53.4,yes,>60 min,yes,online videos,d
16,other,private,phd,1.8,56.3,yes,30-60 min,yes,group study,f
19,other,private,post graduate,3.0,52.2,yes,<15 min,yes,notes,e
16,male,private,no formal,7.8,89.1,yes,15-30 min,no,online videos,a
17,female,public,phd,4.4,56.3,yes,15-30 min,no,group study,d
15,male,public,post graduate,1.1,55.4,yes,>60 min,no,coaching,f
18,male,private,high school,2.8,87.7,no,15-30 min,no,online videos,e
19,male,private,phd,0.6,91.8,yes,<15 min,yes,notes,f
14,female,public,diploma,2.0,86.0,yes,>60 min,no,mixed,e
19,other,private,graduate,0.8,78.5,no,15-30 min,no,mixed,f
19,other,private,graduate,4.6,67.7,yes,>60 min,yes,textbook,d
16,female,private,diploma,3.5,74.5,yes,30-60 min,yes,online videos,e
17,male,private,graduate,0.5,84.2,yes,15-30 min,no,textbook,f
18,male,public,diploma,1.7,69.4,yes,>60 min,no,group study,e
19,female,public,graduate,0.5,93.3,yes,<15 min,no,coaching,f
18,other,private,phd,1.3,76.6,yes,<15 min,yes,coaching,e
19,male,private,graduate,7.8,84.9,yes,>60 min,no,coaching,a
17,male,private,phd,6.5,83.1,no,15-30 min,no,notes,b
19,other,private,post graduate,8.0,64.4,yes,15-30 min,yes,notes,b
14,female,private,graduate,5.9,84.1,yes,<15 min,yes,online videos,b
16,male,private,no formal,1.2,56.8,yes,<15 min,no,group study,f
14,male,private,graduate,6.2,98.0,no,>60 min,no,textbook,a
14,female,public,diploma,3.7,59.4,yes,30-60 min,yes,group study,e
16,female,public,diploma,3.9,86.2,yes,<15 min,yes,mixed,d
14,other,public,high school,7.9,93.2,yes,<15 min,yes,textbook,a
17,male,private,post graduate,3.7,85.3,yes,<15 min,yes,notes,d
16,other,public,graduate,6.6,56.4,yes,15-30 min,yes,online videos,c
14,other,public,graduate,7.8,75.2,yes,<15 min,no,group study,b
14,other,public,phd,1.7,69.8,yes,15-30 min,no,group study,f
17,male,private,graduate,1.1,92.2,yes,30-60 min,yes,online videos,e
17,male,public,diploma,2.5,83.3,yes,30-60 min,yes,coaching,d
17,female,private,post graduate,7.0,59.1,yes,30-60 min,yes,mixed,b
14,male,private,post graduate,6.2,64.9,no,<15 min,no,notes,c
14,other,public,post graduate,1.8,76.0,yes,<15 min,yes,textbook,f
14,other,public,phd,6.5,99.4,yes,15-30 min,yes,coaching,a
19,male,public,high school,1.5,61.7,yes,30-60 min,no,textbook,f
18,male,public,diploma,5.7,83.6,no,<15 min,no,notes,c
15,female,private,graduate,6.2,96.6,yes,15-30 min,yes,notes,b
15,other,private,graduate,1.5,92.2,yes,>60 min,yes,textbook,d
14,male,private,post graduate,7.1,89.6,yes,15-30 min,yes,coaching,a
15,other,private,diploma,4.8,89.1,yes,30-60 min,no,group study,c
14,female,public,diploma,1.8,50.9,yes,30-60 min,yes,online videos,f
17,other,private,graduate,5.6,63.6,no,30-60 min,yes,textbook,c
19,male,private,phd,0.6,97.1,yes,>60 min,yes,online videos,f
16,other,private,post graduate,1.1,54.9,yes,30-60 min,no,online videos,f
17,female,private,high school,3.3,51.4,yes,30-60 min,no,coaching,e
15,male,public,post graduate,5.0,63.6,yes,30-60 min,no,online videos,d
16,other,private,diploma,2.5,82.6,yes,>60 min,no,notes,d
15,male,public,no formal,4.7,68.2,yes,<15 min,no,mixed,d
15,female,public,high school,5.0,51.6,yes,15-30 min,no,online videos,d
16,female,private,diploma,3.9,83.7,yes,>60 min,yes,notes,d
17,other,private,high school,4.8,64.0,yes,30-60 min,no,online videos,d
15,female,private,high school,7.1,64.3,yes,15-30 min,yes,online videos,b
19,male,public,high school,5.0,98.7,yes,>60 min,yes,coaching,b
18,female,public,no formal,2.0,91.6,yes,15-30 min,yes,coaching,e
17,male,private,diploma,3.4,61.1,yes,<15 min,yes,online videos,e
17,male,public,graduate,5.2,91.8,yes,15-30 min,no,online videos,b
16,other,public,diploma,3.5,99.8,yes,15-30 min,no,online videos,d
16,female,private,diploma,7.4,95.4,yes,30-60 min,no,notes,b
16,other,public,high school,1.1,96.6,yes,15-30 min,yes,notes,e
17,male,private,diploma,1.6,69.5,yes,15-30 min,no,group study,e
14,other,private,graduate,5.9,53.9,yes,<15 min,yes,mixed,c
14,male,private,no formal,4.2,59.4,yes,<15 min,no,online videos,d
16,other,public,high school,4.2,70.8,yes,>60 min,yes,coaching,d
19,male,private,diploma,3.7,96.3,yes,30-60 min,yes,mixed,d
15,female,private,post graduate,5.5,74.0,yes,15-30 min,yes,coaching,c
19,other,private,diploma,0.6,66.9,yes,<15 min,no,online videos,f
15,male,private,diploma,5.0,71.5,yes,15-30 min,yes,notes,d
18,female,private,diploma,7.4,73.3,yes,>60 min,no,group study,b
15,other,private,diploma,1.6,55.9,yes,<15 min,no,textbook,e
17,female,public,high school,2.3,69.6,yes,30-60 min,yes,coaching,e
17,female,private,post graduate,5.5,73.5,yes,15-30 min,no,mixed,c
15,other,private,post graduate,5.4,61.6,yes,<15 min,yes,textbook,d
18,male,public,high school,3.2,91.6,yes,>60 min,no,notes,d
15,female,private,high school,2.8,76.9,yes,15-30 min,yes,textbook,e
16,male,public,high school,4.7,87.2,yes,15-30 min,no,notes,c
19,male,public,phd,2.3,59.5,yes,>60 min,no,notes,e
14,male,private,phd,4.9,95.0,yes,<15 min,no,textbook,c
19,male,public,graduate,4.3,77.9,yes,<15 min,no,notes,d
14,other,public,phd,0.8,76.6,yes,>60 min,no,online videos,f
15,other,private,post graduate,0.8,88.1,yes,<15 min,yes,online videos,e
19,male,private,graduate,1.9,93.2,yes,>60 min,yes,coaching,d
14,male,private,graduate,6.9,75.5,no,<15 min,no,notes,c
14,male,public,phd,3.1,82.5,yes,>60 min,no,mixed,e
16,other,private,high school,2.3,81.7,yes,30-60 min,yes,notes,e
17,male,public,graduate,5.9,91.5,yes,15-30 min,yes,mixed,c
16,female,public,no formal,1.9,67.2,yes,15-30 min,no,mixed,e
16,other,public,diploma,2.2,60.2,no,<15 min,no,online videos,e
15,other,public,no formal,5.2,94.3,no,30-60 min,no,textbook,c
16,other,public,no formal,2.1,78.3,yes,<15 min,yes,online videos,d
18,male,private,diploma,1.9,61.3,yes,>60 min,no,notes,e
16,male,public,phd,1.7,50.1,yes,>60 min,no,notes,f
17,female,private,high school,1.4,98.6,no,15-30 min,no,textbook,e
19,male,private,no formal,5.8,65.3,yes,15-30 min,no,online videos,c
16,other,public,graduate,7.1,61.9,no,30-60 min,no,group study,c
18,female,public,high school,0.5,62.8,yes,>60 min,no,notes,f
17,male,private,graduate,6.7,57.8,yes,<15 min,no,group study,c
17,other,public,post graduate,7.5,98.5,yes,30-60 min,yes,coaching,b
19,male,private,diploma,6.7,79.5,yes,30-60 min,no,mixed,c
19,male,private,graduate,4.4,52.4,no,30-60 min,no,online videos,d
16,female,public,phd,7.0,75.4,yes,>60 min,yes,group study,b
19,male,public,graduate,3.9,50.1,yes,30-60 min,no,notes,e
18,other,public,high school,7.7,82.9,yes,30-60 min,yes,notes,b
14,other,public,no formal,5.0,52.3,yes,15-30 min,yes,textbook,d
14,female,private,graduate,4.2,63.7,yes,15-30 min,no,mixed,d
19,female,private,post graduate,0.9,92.6,no,<15 min,no,coaching,e
14,female,public,phd,6.1,58.9,yes,30-60 min,yes,mixed,c
15,female,public,graduate,3.4,78.8,yes,>60 min,yes,online videos,d
15,other,public,graduate,3.7,79.3,yes,<15 min,yes,online videos,d
18,female,private,post graduate,7.2,86.5,yes,>60 min,no,textbook,b
16,male,public,diploma,5.8,83.6,yes,<15 min,yes,mixed,b
14,female,public,graduate,4.7,74.3,no,30-60 min,yes,group study,c
18,other,public,diploma,1.5,90.0,no,<15 min,no,group study,e
18,female,private,no formal,5.2,68.3,no,>60 min,no,notes,d
14,female,public,post graduate,3.2,83.2,yes,<15 min,yes,group study,d
17,male,private,diploma,3.8,58.6,yes,>60 min,yes,mixed,e
14,male,public,diploma,5.8,59.7,yes,>60 min,yes,textbook,d
14,female,private,post graduate,4.1,85.8,yes,>60 min,yes,textbook,c
17,other,public,high school,4.2,69.0,yes,>60 min,yes,group study,d
19,female,public,post graduate,3.4,89.0,yes,<15 min,no,mixed,e
16,female,private,high school,4.2,70.1,yes,30-60 min,no,notes,d
14,female,public,phd,2.3,78.5,yes,<15 min,yes,coaching,e
15,male,private,post graduate,2.7,96.2,yes,15-30 min,no,coaching,d
17,female,public,graduate,1.0,74.9,no,<15 min,no,group study,e
19,female,public,graduate,6.0,98.6,yes,>60 min,no,mixed,b
17,female,public,post graduate,6.1,76.1,yes,<15 min,yes,mixed,c
19,other,private,no formal,5.1,93.4,yes,>60 min,yes,group study,c
17,other,public,high school,5.4,69.9,yes,>60 min,no,online videos,d
18,other,private,high school,0.6,69.0,yes,15-30 min,yes,group study,f
14,female,private,phd,2.2,97.8,yes,30-60 min,yes,mixed,e
18,female,public,post graduate,5.3,56.4,yes,<15 min,no,online videos,d
17,other,public,graduate,3.6,79.1,no,15-30 min,no,notes,d
19,female,private,high school,5.0,99.6,no,15-30 min,yes,online videos,b
14,female,public,graduate,1.2,70.3,yes,15-30 min,no,coaching,f
17,male,private,no formal,0.6,85.4,yes,<15 min,yes,coaching,f
14,female,private,phd,5.2,73.0,yes,15-30 min,no,notes,d
14,other,private,post graduate,7.8,83.0,no,>60 min,yes,online videos,b
14,male,public,diploma,1.1,95.9,yes,>60 min,yes,mixed,e
14,female,public,diploma,2.3,80.4,yes,>60 min,yes,online videos,e
17,other,private,no formal,1.6,98.0,yes,30-60 min,yes,notes,d
17,female,public,no formal,5.0,88.3,yes,>60 min,yes,mixed,c
16,other,public,diploma,7.3,79.1,yes,>60 min,yes,notes,b
18,other,public,graduate,6.1,93.0,yes,30-60 min,no,group study,b
14,other,private,graduate,1.5,67.5,yes,30-60 min,yes,online videos,e
19,other,private,post graduate,4.0,72.6,yes,15-30 min,yes,online videos,d
14,female,private,graduate,7.5,74.8,yes,<15 min,yes,online videos,a
16,female,public,phd,7.9,81.3,yes,15-30 min,yes,online videos,a
15,female,public,high school,6.1,68.1,yes,>60 min,yes,textbook,c
16,female,private,no formal,0.9,92.0,no,15-30 min,yes,textbook,f
17,other,private,high school,1.3,91.1,no,>60 min,no,coaching,f
14,other,private,post graduate,1.0,96.7,yes,>60 min,no,online videos,e
15,other,private,post graduate,3.2,56.6,no,>60 min,yes,coaching,e
17,female,private,phd,1.5,52.6,yes,>60 min,no,notes,f
18,other,private,high school,6.5,72.1,yes,30-60 min,yes,coaching,c
14,female,public,graduate,1.9,76.4,yes,30-60 min,yes,notes,e
16,other,public,diploma,1.9,85.7,yes,>60 min,no,textbook,e
17,male,private,post graduate,1.9,88.0,yes,15-30 min,no,group study,e
16,female,private,phd,3.6,98.7,yes,>60 min,no,textbook,d
17,female,private,phd,5.4,58.0,no,15-30 min,yes,textbook,c
19,male,public,phd,5.6,66.1,yes,<15 min,no,notes,d
18,other,public,phd,1.9,76.1,yes,<15 min,yes,group study,e
18,male,private,no formal,0.9,78.8,yes,<15 min,yes,online videos,f
16,male,public,no formal,2.7,57.7,yes,30-60 min,no,mixed,e
15,male,public,graduate,3.8,80.1,yes,>60 min,no,textbook,d
15,male,private,phd,2.7,51.8,yes,>60 min,yes,online videos,e
16,other,private,high school,3.6,50.2,yes,30-60 min,no,group study,e
14,female,public,no formal,7.6,55.0,yes,30-60 min,no,textbook,c
14,female,public,post graduate,4.0,57.1,yes,30-60 min,no,coaching,e
16,female,private,graduate,2.7,86.6,yes,>60 min,yes,online videos,d
17,other,private,high school,4.6,72.7,yes,>60 min,yes,notes,d
15,female,public,post graduate,3.9,95.4,yes,<15 min,yes,mixed,d
16,female,private,diploma,6.3,90.5,yes,30-60 min,yes,notes,b
19,male,public,phd,7.2,56.4,yes,15-30 min,no,group study,c
18,male,private,post graduate,2.5,56.6,yes,>60 min,no,coaching,f
14,female,private,high school,2.2,57.1,yes,>60 min,no,textbook,e
15,other,private,diploma,7.9,66.8,yes,15-30 min,no,coaching,b
15,other,public,diploma,3.1,90.2,yes,>60 min,yes,online videos,c
18,female,private,diploma,0.6,99.5,yes,>60 min,no,online videos,e
18,male,private,no formal,1.0,63.9,yes,30-60 min,yes,mixed,e
17,female,public,high school,5.8,64.2,yes,15-30 min,no,online videos,c
17,other,public,phd,1.2,76.2,yes,>60 min,yes,textbook,f
16,other,private,high school,1.7,76.6,yes,>60 min,no,mixed,e
17,female,public,high school,2.1,87.1,yes,30-60 min,no,notes,e
18,other,public,high school,6.1,68.4,yes,<15 min,yes,online videos,c
16,female,private,high school,4.2,55.5,yes,>60 min,yes,online videos,d
19,female,public,phd,1.4,70.0,no,<15 min,no,coaching,e
15,female,private,no formal,2.0,70.8,yes,15-30 min,yes,group study,e
17,female,private,no formal,5.9,88.5,no,<15 min,yes,textbook,c
16,male,public,graduate,2.8,91.8,yes,30-60 min,no,coaching,d
17,other,public,high school,5.5,72.1,yes,<15 min,yes,group study,c
17,female,private,post graduate,5.8,92.4,yes,<15 min,yes,textbook,c
16,male,public,graduate,5.9,70.6,yes,30-60 min,no,notes,c
15,female,public,high school,6.2,73.2,no,15-30 min,yes,coaching,c
16,other,private,phd,2.5,89.6,yes,>60 min,no,coaching,e
15,male,private,post graduate,1.3,94.5,yes,<15 min,yes,online videos,e
16,other,private,graduate,1.0,68.7,yes,30-60 min,yes,textbook,f
14,male,private,no formal,7.0,63.4,yes,30-60 min,yes,online videos,c
15,male,public,post graduate,6.1,80.0,yes,30-60 min,yes,online videos,c
17,female,public,high school,2.8,69.5,no,15-30 min,no,mixed,e
15,female,private,high school,6.1,51.0,yes,<15 min,yes,mixed,c
15,female,public,graduate,2.7,66.6,yes,30-60 min,yes,group study,e
18,female,public,diploma,3.5,64.8,yes,30-60 min,no,coaching,e
19,male,public,graduate,0.7,58.2,yes,>60 min,yes,textbook,f
15,other,private,high school,3.4,60.6,yes,15-30 min,no,mixed,e
17,female,public,no formal,7.3,77.3,yes,>60 min,yes,group study,b
16,female,private,graduate,1.1,87.3,yes,<15 min,no,group study,e
19,female,private,high school,5.8,91.8,yes,15-30 min,yes,online videos,c
14,female,public,phd,2.1,89.3,yes,<15 min,no,coaching,d
19,female,public,high school,5.2,65.2,yes,30-60 min,no,group study,d
19,female,public,graduate,4.9,95.1,yes,30-60 min,yes,coaching,b
14,other,private,graduate,5.9,73.6,yes,15-30 min,no,textbook,c
16,female,private,graduate,2.0,94.8,yes,15-30 min,no,group study,e
14,female,private,no formal,2.7,54.7,yes,30-60 min,yes,textbook,f
19,other,public,high school,7.7,73.5,yes,>60 min,no,notes,b
15,other,private,phd,3.9,76.8,yes,>60 min,no,online videos,d
17,other,public,high school,1.1,99.9,no,<15 min,yes,notes,e
17,female,private,no formal,2.7,56.7,yes,>60 min,no,notes,e
16,female,public,high school,6.0,80.2,yes,15-30 min,yes,online videos,c
14,male,public,diploma,7.7,72.1,no,30-60 min,yes,mixed,a
16,other,private,high school,4.1,69.4,yes,>60 min,no,coaching,d
